"rid","q2_type","q2_type_id","q5_satisfaction","q6_problems","q6_problems_id","q7_privacy","q7_human_support","q7_accessibility","q7_connection","q7_governance","q7_cost","q7_adaptability","q7_reliability","q9_familiarity","q9_familiarity_id","q10_importance","q10_importance_id","q11_trust","q11_trust_id","q12_adoption","q12_adoption_id","q13_model_matters","q13_model_matters_id","q15_trustworthy","q16_interest","q16_interest_id","q18_coop_fit","q18_coop_fit_id","q19_coop_relationship","q19_coop_relationship_id","q20_coop_trust","q22_nonprofit_burdens","q23_nonprofit_attractive","q23_nonprofit_attractive_id","q24_nonprofit_conditions","q26_community_difficulties","q27_community_role","q27_community_role_id","q29_union_needs","q30_union_appeal","q30_union_appeal_id","q31_union_governance","q33_muni_requirements","q34_muni_perception","q34_muni_perception_id","q36_activist_risks","q37_activist_trust","q37_activist_trust_id","q38_activist_conditions","q40_relationship","q40_relationship_id","q41_involvement","q41_involvement_id","q42_trust_conditions","q42_trust_conditions_id","q43_first_year","q43_first_year_id","q45_optional","q45_optional_id","q46_comments","q47_followup","q47_followup_id","q48_updates","q48_updates_id","q50_barriers","q50_barriers_id","q51_support","q51_support_id","q52_price_sensitivity","q52_price_sensitivity_id","q54_contribution_type","q54_contribution_type_id","q55_individual_amount","q55_individual_amount_id","q56_worthwhile","q58_org_pricing_model","q58_org_pricing_model_id","q59_org_willingness","q59_org_willingness_id","q60_org_cost","q60_org_cost_id","q61_org_cost_justified","q63_consent","q9_familiarity_id_ord","q10_importance_id_ord","q11_trust_id_ord","q12_adoption_id_ord"
"R101","I am answering as a member of the general public","general_public","4.0","Weak support when something goes wrong; Hard to govern or manage collectively","weak_support, hard_to_govern","5.0","3.0","5.0","4.0","5.0","5.0","4.0","5.0","Heard of it, but not clearly","heard_of_it","Extremely important","extremely_important","Much more likely","much_more_likely","Much more likely","much_more_likely","More trust in how decisions are made; Better alignment with co-operative or community values; More accountability to real communities; Better privacy and data stewardship; More influence over future development; Lower risk of profit-driven decisions; Stronger long-term community benefit","decision_trust, values_alignment, accountability, privacy, influence, less_profit_pressure, long_term_benefit","","Maybe","maybe","","","","","","","","","","","","","","","","","","","","","","","","Member organization","member_organization","A meaningful voice in governance and direction","meaningful_voice","Strong privacy and data protection; Reliable support and maintenance; Clear accountability if something goes wrong; Long-term sustainability plan","strong_privacy, reliable_support, clear_accountability, sustainability_plan","Give regular feedback; Refer others","give_feedback, refer_others","No","no","","No","no","No","no","","","","","","","","","","","","","","","","","","","","2.0","4.0","4.0","4.0"
"R102","I am answering as a member of the general public","general_public","4.0","Poor privacy or data protection; Weak support when something goes wrong; Too many separate tools to manage","poor_privacy, weak_support, too_many_tools","5.0","4.0","5.0","5.0","4.0","5.0","5.0","5.0","Very familiar","very_familiar","Somewhat important","somewhat_important","Somewhat more likely","somewhat_more_likely","Much more likely","much_more_likely","Better alignment with co-operative or community values; More accountability to real communities; More influence over future development; Stronger long-term community benefit","values_alignment, accountability, influence, long_term_benefit","Community focused ","Yes, definitely","yes_definitely","","","","","","","","","","","","","","","","","","","","","","","","Not sure yet","not_sure_yet","Prefer to use it without governance involvement","prefer_to_use_only","Reliable support and maintenance; Strong privacy and data protection","reliable_support, strong_privacy","Join a pilot; Give regular feedback; Refer others","join_pilot, give_feedback, refer_others","No","no","Not yet","No","no","Yes","yes","","","","","","","","","","","","","","","","","","","","5.0","2.0","3.0","4.0"
"R103","I am answering as a member of the general public","general_public","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R104","I am answering as a member of the general public","general_public","4.0","Too expensive","too_expensive","5.0","5.0","5.0","5.0","","5.0","5.0","5.0","Not familiar","not_familiar","Extremely important","extremely_important","Much more likely","much_more_likely","Much more likely","much_more_likely","More trust in how decisions are made; Better privacy and data stewardship; More accountability to real communities; Better alignment with co-operative or community values","decision_trust, privacy, accountability, values_alignment","Community will prioritize the interest of their people over profit making, and project moral values.","Yes, definitely","yes_definitely","","","","","","","","","","","","","","","","","","","","","","","","Pilot participant","pilot_participant","Consultation as a user","consulted_as_user","Clear governance structure; Strong privacy and data protection; Reliable support and maintenance; Clear accountability if something goes wrong; Transparent finances","clear_governance, strong_privacy, reliable_support, clear_accountability, transparent_finances","Join a pilot; Give regular feedback; Participate in governance or voting; Refer others","join_pilot, give_feedback, governance, refer_others","Yes","yes","Not at the moment ","Yes","yes","Yes","yes","Technical setup or maintenance demands; Difficulty moving from existing tools; Lack of integrations with other tools; Privacy, security, or data control concerns; Uncertainty about governance or decision-making; Uncertainty about long-term sustainability; Lack of internal leadership or team support; Time required to learn or onboard; Cost or affordability","technical_setup, migration_difficulty, integration_gaps, privacy_security, governance_uncertainty, sustainability_uncertainty, internal_support, time_to_learn, cost_affordability","Training or mentorship; Easy onboarding or setup help; Clear documentation and self-serve guides; Affordable hosting or infrastructure support; Funding, subsidies, or sponsorship; Peer learning with other organizations or community members; Help migrating from current tools; A clear governance and accountability model; Evidence from pilots or real examples","training, onboarding_help, documentation, hosting_support, funding_subsidies, peer_learning, migration_help, governance_model, evidence_pilots","Very sensitive — it would need to be free or very low cost","very_sensitive","Small recurring monthly contribution","monthly_contribution","$5 to $10 per month or about $50 to $120 per year","5_to_10_month","","","","","","","","","accepted","1.0","4.0","4.0","4.0"
"R105","I am answering as a member of the general public","general_public","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R106","I am answering as a member of the general public","general_public","3.0","Too expensive","too_expensive","5.0","3.0","5.0","4.0","3.0","5.0","","3.0","Not familiar","not_familiar","Very important","very_important","Somewhat more likely","somewhat_more_likely","Somewhat more likely","somewhat_more_likely","It would not matter much to me","does_not_matter","","Maybe","maybe","","","","","","","","","","","","","","","","","","","","","","","","User only","user_only","Not sure yet","not_sure_yet","Strong privacy and data protection","strong_privacy","Wait and see","wait_and_see","No","no","","No","no","No","no","","","","","","","","","","","","","","","","","","","","1.0","3.0","3.0","3.0"
"R107","I am answering as a member of the general public","general_public","4.0","Too expensive; Poor accessibility; Poor privacy or data protection","too_expensive, poor_accessibility, poor_privacy","4.0","1.0","4.0","4.0","4.0","3.0","3.0","5.0","Heard of it, but not clearly","heard_of_it","Very important","very_important","Somewhat more likely","somewhat_more_likely","Somewhat more likely","somewhat_more_likely","Better alignment with co-operative or community values; More accountability to real communities; Better privacy and data stewardship; Stronger long-term community benefit","values_alignment, accountability, privacy, long_term_benefit","High security and inclusivity ","Yes, definitely","yes_definitely","","","","","","","","","","","","","","","","","","","","","","","","Not sure yet","not_sure_yet","A meaningful voice in governance and direction","meaningful_voice","Transparent finances; Strong privacy and data protection; Long-term sustainability plan","transparent_finances, strong_privacy, sustainability_plan","Join a pilot; Give regular feedback; Contribute time or expertise","join_pilot, give_feedback, contribute_time","Yes","yes","No","Yes","yes","Yes","yes","Difficulty moving from existing tools; Lack of integrations with other tools; Privacy, security, or data control concerns; Uncertainty about long-term sustainability","migration_difficulty, integration_gaps, privacy_security, sustainability_uncertainty","Training or mentorship; Easy onboarding or setup help; Clear documentation and self-serve guides; Funding, subsidies, or sponsorship; Help migrating from current tools","training, onboarding_help, documentation, funding_subsidies, migration_help","Not very sensitive — budget is less of a barrier than fit or trust","not_very_sensitive","Occasional voluntary contribution","occasional_contribution","Under $5 per month or under $50 per year","under_5_month","It's importance and usefulness to me","","","","","","","","","2.0","3.0","3.0","3.0"
"R108","I am answering as a member of the general public","general_public","3.0","Too expensive; Poor privacy or data protection","too_expensive, poor_privacy","5.0","4.0","5.0","3.0","4.0","4.0","5.0","5.0","Heard of it, but not clearly","heard_of_it","Not sure","not_sure","No difference","no_difference","Somewhat more likely","somewhat_more_likely","More trust in how decisions are made; Better alignment with co-operative or community values; More accountability to real communities; Better privacy and data stewardship; Stronger long-term community benefit","decision_trust, values_alignment, accountability, privacy, long_term_benefit","Privacy protection ","Yes, definitely","yes_definitely","","","","","","","","","","","","","","","","","","","","","","","","User only","user_only","Prefer to use it without governance involvement","prefer_to_use_only","Clear governance structure; Transparent finances; Strong privacy and data protection; Reliable support and maintenance; Clear accountability if something goes wrong; Evidence that communities have real decision-making power; Long-term sustainability plan","clear_governance, transparent_finances, strong_privacy, reliable_support, clear_accountability, community_power, sustainability_plan","Give regular feedback; Wait and see","give_feedback, wait_and_see","No","no","None, I'm not sure what the platform entails","No","no","No","no","","","","","","","","","","","","","","","","","","","","2.0","2.0","2.0","3.0"
"R109","I am answering as a member of the general public","general_public","4.0","Too expensive; Poor privacy or data protection; Too many separate tools to manage","too_expensive, poor_privacy, too_many_tools","4.0","3.0","5.0","4.0","4.0","3.0","4.0","4.0","Heard of it, but not clearly","heard_of_it","Very important","very_important","Much more likely","much_more_likely","Somewhat more likely","somewhat_more_likely","More trust in how decisions are made; Better alignment with co-operative or community values; More accountability to real communities; Better privacy and data stewardship; More influence over future development; Stronger long-term community benefit","decision_trust, values_alignment, accountability, privacy, influence, long_term_benefit","Because it is separate from a larger body and more inclusive","Yes, definitely","yes_definitely","","","","","","","","","","","","","","","","","","","","","","","","Not sure yet","not_sure_yet","Occasional input on priorities","occasional_input","Strong privacy and data protection","strong_privacy","Join a pilot; Give regular feedback; Participate in governance or voting; Refer others; Contribute time or expertise","join_pilot, give_feedback, governance, refer_others, contribute_time","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","3.0","4.0","3.0"
"R110","I am answering as a member of the general public","general_public","5.0","Too expensive","too_expensive","5.0","4.0","5.0","4.0","5.0","5.0","5.0","5.0","Somewhat familiar","somewhat_familiar","Somewhat important","somewhat_important","No difference","no_difference","No difference","no_difference","More trust in how decisions are made; More accountability to real communities; Better privacy and data stewardship; Lower risk of profit-driven decisions; Stronger long-term community benefit","decision_trust, accountability, privacy, less_profit_pressure, long_term_benefit","Reliability ","Maybe","maybe","","","","","","","","","","","","","","","","","","","","","","","","User only","user_only","Consultation as a user","consulted_as_user","Clear governance structure; Strong privacy and data protection; Reliable support and maintenance; Clear accountability if something goes wrong; Evidence that communities have real decision-making power; Long-term sustainability plan","clear_governance, strong_privacy, reliable_support, clear_accountability, community_power, sustainability_plan","Join a pilot; Give regular feedback; Contribute time or expertise","join_pilot, give_feedback, contribute_time","Yes","yes","No","No","no","Yes","yes","Technical setup or maintenance demands; Difficulty moving from existing tools; Lack of integrations with other tools; Privacy, security, or data control concerns; Uncertainty about governance or decision-making; Uncertainty about long-term sustainability","technical_setup, migration_difficulty, integration_gaps, privacy_security, governance_uncertainty, sustainability_uncertainty","Easy onboarding or setup help; Clear documentation and self-serve guides; Funding, subsidies, or sponsorship; Peer learning with other organizations or community members","onboarding_help, documentation, funding_subsidies, peer_learning","Somewhat sensitive — paying could work if the value is clear","somewhat_sensitive","Small recurring monthly contribution","monthly_contribution","$5 to $10 per month or about $50 to $120 per year","5_to_10_month","Its functionality ","","","","","","","","accepted","3.0","2.0","2.0","2.0"
"R111","I am answering as a member of the general public","general_public","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R112","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R113","I am answering as a member of the general public","general_public","4.0","Weak support when something goes wrong","weak_support","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","Not familiar","not_familiar","Very important","very_important","Much more likely","much_more_likely","Much more likely","much_more_likely","More trust in how decisions are made; Better privacy and data stewardship; More accountability to real communities; Lower risk of profit-driven decisions","decision_trust, privacy, accountability, less_profit_pressure","","Yes, definitely","yes_definitely","","","","","","","","","","","","","","","","","","","","","","","","Member organization","member_organization","Occasional input on priorities","occasional_input","Clear governance structure; Transparent finances; Strong privacy and data protection; Reliable support and maintenance; Clear accountability if something goes wrong; Evidence that communities have real decision-making power; Long-term sustainability plan","clear_governance, transparent_finances, strong_privacy, reliable_support, clear_accountability, community_power, sustainability_plan","Pay for use; Give regular feedback","pay_for_use, give_feedback","Yes","yes","","No","no","Yes","yes","Cost or affordability; Privacy, security, or data control concerns; Uncertainty about long-term sustainability","cost_affordability, privacy_security, sustainability_uncertainty","Training or mentorship; Easy onboarding or setup help; Clear documentation and self-serve guides; Affordable hosting or infrastructure support; Funding, subsidies, or sponsorship; Help migrating from current tools","training, onboarding_help, documentation, hosting_support, funding_subsidies, migration_help","Somewhat sensitive — paying could work if the value is clear","somewhat_sensitive","Small recurring monthly contribution","monthly_contribution","$10 to $20 per month or about $120 to $240 per year","10_to_20_month","","","","","","","","","","1.0","3.0","4.0","4.0"
"R114","I am answering as a member of the general public","general_public","5.0","No challenges yet","other, other","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","Not sure","not_sure","Somewhat important","somewhat_important","Not sure","not_sure","No difference","no_difference","More trust in how decisions are made; More accountability to real communities; More influence over future development; It would not matter much to me","decision_trust, accountability, influence, does_not_matter","Not sure","Maybe","maybe","","","","","","","","","","","","","","","","","","","","","","","","Not sure yet","not_sure_yet","Not sure yet","not_sure_yet","Long-term sustainability plan","sustainability_plan","Wait and see","wait_and_see","No","no","Not yet","No","no","No","no","","","","","","","","","","","","","","","","","","","","2.0","2.0","2.0","2.0"
"R115","Other / not specified","other_organisation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R116","I am answering as a member of the general public","general_public","3.0","Poor privacy or data protection; Hard to use; Poor accessibility","poor_privacy, hard_to_use, poor_accessibility","5.0","4.0","4.0","4.0","5.0","3.0","5.0","5.0","Not familiar","not_familiar","Very important","very_important","Much more likely","much_more_likely","Much more likely","much_more_likely","Better alignment with co-operative or community values; More accountability to real communities; Better privacy and data stewardship; More influence over future development; Lower risk of profit-driven decisions","values_alignment, accountability, privacy, influence, less_profit_pressure","","Maybe","maybe","","","","","","","","","","","","","","","","","","","","","","","","Pilot participant","pilot_participant","Consultation as a user","consulted_as_user","Clear governance structure; Transparent finances; Strong privacy and data protection","clear_governance, transparent_finances, strong_privacy","Join a pilot","join_pilot","No","no","No","No","no","No","no","","","","","","","","","","","","","","","","","","","","1.0","3.0","4.0","4.0"
"R117","I am answering as a member of the general public","general_public","4.0","Too expensive; Poor privacy or data protection","too_expensive, poor_privacy","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","Somewhat familiar","somewhat_familiar","Very important","very_important","Somewhat more likely","somewhat_more_likely","Somewhat more likely","somewhat_more_likely","More trust in how decisions are made; Better alignment with co-operative or community values; More accountability to real communities; More influence over future development","decision_trust, values_alignment, accountability, influence","","Yes, definitely","yes_definitely","","","","","","","","","","","","","","","","","","","","","","","","Contributor to design and priorities","design_contributor","A meaningful voice in governance and direction","meaningful_voice","Clear governance structure; Transparent finances; Strong privacy and data protection","clear_governance, transparent_finances, strong_privacy","Refer others; Give regular feedback","refer_others, give_feedback","No","no","","No","no","No","no","","","","","","","","","","","","","","","","","","","","3.0","3.0","3.0","3.0"
"R118","I am answering as a member of the general public","general_public","5.0","Weak support when something goes wrong","weak_support","5.0","4.0","5.0","5.0","5.0","4.0","5.0","5.0","Very familiar","very_familiar","Very important","very_important","Somewhat more likely","somewhat_more_likely","Much more likely","much_more_likely","More accountability to real communities","accountability","Radical transparency and real community control ","Yes, definitely","yes_definitely","","","","","","","","","","","","","","","","","","","","","","","","Contributor to design and priorities","design_contributor","A meaningful voice in governance and direction","meaningful_voice","Strong privacy and data protection; Long-term sustainability plan; Clear governance structure; Clear accountability if something goes wrong; Evidence that communities have real decision-making power","strong_privacy, sustainability_plan, clear_governance, clear_accountability, community_power","Give regular feedback; Participate in governance or voting; Join a pilot; Contribute time or expertise","give_feedback, governance, join_pilot, contribute_time","Yes","yes","None for now","Yes","yes","Yes","yes","Privacy, security, or data control concerns; Uncertainty about long-term sustainability; Uncertainty about governance or decision-making; Lack of internal leadership or team support","privacy_security, sustainability_uncertainty, governance_uncertainty, internal_support","Training or mentorship; Easy onboarding or setup help; Clear documentation and self-serve guides; Affordable hosting or infrastructure support; Funding, subsidies, or sponsorship; Peer learning with other organizations or community members; A clear governance and accountability model","training, onboarding_help, documentation, hosting_support, funding_subsidies, peer_learning, governance_model","Very sensitive — it would need to be free or very low cost","very_sensitive","Occasional voluntary contribution","occasional_contribution","$5 to $10 per month or about $50 to $120 per year","5_to_10_month","Paying ","","","","","","","","accepted","5.0","3.0","3.0","4.0"
"R119","Other / not specified","other_organisation","5.0","","other","5.0","5.0","5.0","5.0","5.0","3.0","5.0","5.0","Heard of it, but not clearly","heard_of_it","Very important","very_important","Somewhat more likely","somewhat_more_likely","Somewhat more likely","somewhat_more_likely","Better alignment with co-operative or community values; More accountability to real communities; More trust in how decisions are made","values_alignment, accountability, decision_trust","","","","","","","","","","","","","","","","","Somewhat more appealing","somewhat_more_appealing","","","","","","","","","Member organization","member_organization","A meaningful voice in governance and direction","meaningful_voice","Transparent finances; Strong privacy and data protection; Clear governance structure","transparent_finances, strong_privacy, clear_governance","Join a pilot; Pay for use","join_pilot, pay_for_use","No","no","","No","no","No","no","","","","","","","","","","","","","","","","","","","","2.0","3.0","3.0","3.0"
"R120","Other / not specified","other_organisation","4.0","Hard to use; Too expensive","hard_to_use, too_expensive","3.0","3.0","3.0","","3.0","3.0","3.0","3.0","Very familiar","very_familiar","Very important","very_important","Somewhat more likely","somewhat_more_likely","Somewhat more likely","somewhat_more_likely","More accountability to real communities","accountability","","","","","","","","","","","","","Pricing ","Mainly use it","mainly_use","","","","","","","","","","","","Contributor to design and priorities","design_contributor","Consultation as a user","consulted_as_user","Reliable support and maintenance","reliable_support","Refer others","refer_others","No","no","No","No","no","No","no","","","","","","","","","","","","","","","","","","","","5.0","3.0","3.0","3.0"
"R121","I am answering as a member of the general public","general_public","5.0","Poor privacy or data protection","poor_privacy","5.0","5.0","5.0","4.0","4.0","5.0","5.0","5.0","Somewhat familiar","somewhat_familiar","Not sure","not_sure","Somewhat more likely","somewhat_more_likely","Somewhat more likely","somewhat_more_likely","Better alignment with co-operative or community values","values_alignment","A feel of community ","Yes, definitely","yes_definitely","","","","","","","","","","","","","","","","","","","","","","","","Not sure yet","not_sure_yet","Not sure yet","not_sure_yet","Clear accountability if something goes wrong; Strong privacy and data protection; Clear governance structure; Transparent finances","clear_accountability, strong_privacy, clear_governance, transparent_finances","Refer others","refer_others","No","no","","Yes","yes","No","no","","","","","","","","","","","","","","","","","","","","3.0","2.0","3.0","3.0"
"R122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R123","I am answering as a member of the general public","general_public","4.0","Weak support when something goes wrong","weak_support","3.0","3.0","4.0","3.0","3.0","3.0","3.0","3.0","Somewhat familiar","somewhat_familiar","Not very important","not_very_important","Less likely","less_likely","Less likely","less_likely","Better privacy and data stewardship","privacy","The objective of making it community owbex should be well communicated","Yes, definitely","yes_definitely","","","","","","","","","","","","","","","","","","","","","","","","Not sure yet","not_sure_yet","Occasional input on priorities","occasional_input","Strong privacy and data protection","strong_privacy","Give regular feedback","give_feedback","No","no","No ","Yes","yes","Yes","yes","","","","","","","","","","","","","","","","","","","","3.0","1.0","1.0","1.0"
"R124","I am answering as a member of the general public","general_public","5.0","Poor privacy or data protection","poor_privacy","","5.0","","5.0","","","5.0","5.0","Very familiar","very_familiar","Very important","very_important","Much more likely","much_more_likely","Much more likely","much_more_likely","Better alignment with co-operative or community values; More accountability to real communities; Better privacy and data stewardship","values_alignment, accountability, privacy","","Yes, definitely","yes_definitely","","","","","","","","","","","","","","","","","","","","","","","","User only","user_only","Occasional input on priorities","occasional_input","Strong privacy and data protection","strong_privacy","Refer others","refer_others","No","no","Community owned technology would attract more trust from the community members ","No","no","Yes","yes","","","","","","","","","","","","","","","","","","","accepted","5.0","3.0","4.0","4.0"
"R125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R126","I am answering as a member of the general public","general_public","4.0","Too many separate tools to manage; Poor privacy or data protection","too_many_tools, poor_privacy","5.0","3.0","5.0","5.0","4.0","5.0","5.0","5.0","Heard of it, but not clearly","heard_of_it","Very important","very_important","Much more likely","much_more_likely","Much more likely","much_more_likely","Better alignment with co-operative or community values; More trust in how decisions are made; More accountability to real communities; Stronger long-term community benefit; Lower risk of profit-driven decisions; More influence over future development; Better privacy and data stewardship","values_alignment, decision_trust, accountability, long_term_benefit, less_profit_pressure, influence, privacy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","3.0","4.0","4.0"
"R127","I am answering as a member of the general public","general_public","5.0","Too many separate tools to manage","too_many_tools","5.0","4.0","5.0","3.0","5.0","5.0","5.0","5.0","Not sure","not_sure","Not sure","not_sure","Less likely","less_likely","Not sure","not_sure","It would not matter much to me","does_not_matter","Having a real and achievable motive for the platform.  Proving to the public that the idea WORKS.","Yes, definitely","yes_definitely","","","","","","","","","","","","","","","","","","","","","","","","User only","user_only","A meaningful voice in governance and direction","meaningful_voice","Strong privacy and data protection; Transparent finances; Reliable support and maintenance; Real examples or pilot partners","strong_privacy, transparent_finances, reliable_support, real_examples","Give regular feedback","give_feedback","Yes","yes","","Yes","yes","Yes","yes","Uncertainty about governance or decision-making","governance_uncertainty","Training or mentorship; Clear documentation and self-serve guides; Evidence from pilots or real examples","training, documentation, evidence_pilots","Very sensitive — it would need to be free or very low cost","very_sensitive","One-time donation","one_time_donation","I would rather give an occasional donation than a recurring amount","occasional_donation_only","","","","","","","","","","2.0","2.0","1.0","2.0"
"R128","Other / not specified","other_organisation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R129","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R131","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R132","Co-op","co_op","3.0","Weak support when something goes wrong; Too many separate tools to manage; Too much dependence on large corporate platforms","weak_support, too_many_tools, corporate_dependence","4.0","5.0","4.0","4.0","4.0","4.0","4.0","4.0","Somewhat familiar","somewhat_familiar","Very important","very_important","Much more likely","much_more_likely","Much more likely","much_more_likely","Better privacy and data stewardship; More accountability to real communities; More influence over future development; Lower risk of profit-driven decisions; Better alignment with co-operative or community values; Stronger long-term community benefit","privacy, accountability, influence, less_profit_pressure, values_alignment, long_term_benefit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0","3.0","4.0","4.0"
"R133","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R134","Co-op","co_op","4.0","lack of flexibility","other, other","5.0","4.0","4.0","4.0","4.0","4.0","5.0","5.0","Heard of it, but not clearly","heard_of_it","Very important","very_important","Much more likely","much_more_likely","Much more likely","much_more_likely","Better alignment with co-operative or community values; More trust in how decisions are made","values_alignment, decision_trust","","","","Very well","very_well","Member organization","member_organization","","","","","","","","","","","","","","","","","","","","Member organization","member_organization","Consultation as a user","consulted_as_user","Reliable support and maintenance; Long-term sustainability plan","reliable_support, sustainability_plan","Participate in governance or voting; Contribute time or expertise","governance, contribute_time","Yes","yes","","Yes","yes","Yes","yes","Cost or affordability; Time required to learn or onboard; Difficulty moving from existing tools","cost_affordability, time_to_learn, migration_difficulty","Clear documentation and self-serve guides; Funding, subsidies, or sponsorship; Peer learning with other organizations or community members; Evidence from pilots or real examples","documentation, funding_subsidies, peer_learning, evidence_pilots","Very sensitive — it would need to be free or very low cost","very_sensitive","","","","","","Sliding scale based on size or budget","sliding_scale","Maybe","maybe","Not sure","not_sure","","accepted","2.0","3.0","4.0","4.0"
"R135","I am answering as a member of the general public","general_public","4.0","Poor privacy or data protection; Too much dependence on large corporate platforms; Weak support when something goes wrong","poor_privacy, corporate_dependence, weak_support","5.0","4.0","5.0","5.0","4.0","5.0","4.0","5.0","Somewhat familiar","somewhat_familiar","Somewhat important","somewhat_important","Much more likely","much_more_likely","Much more likely","much_more_likely","More trust in how decisions are made; Better alignment with co-operative or community values; More accountability to real communities; Better privacy and data stewardship; More influence over future development; Lower risk of profit-driven decisions; Stronger long-term community benefit","decision_trust, values_alignment, accountability, privacy, influence, less_profit_pressure, long_term_benefit","More openness and honesty about private data, the purpose of collecting whichever data it's collecting. Being able to interact with a human if something goes wrong. Being able to know who exactly is running things and what their values are","Yes, definitely","yes_definitely","","","","","","","","","","","","","","","","","","","","","","","","Not sure yet","not_sure_yet","Occasional input on priorities","occasional_input","Clear governance structure; Transparent finances; Strong privacy and data protection; Reliable support and maintenance; Clear accountability if something goes wrong; Evidence that communities have real decision-making power; Long-term sustainability plan","clear_governance, transparent_finances, strong_privacy, reliable_support, clear_accountability, community_power, sustainability_plan","Join a pilot; Refer others; Contribute time or expertise","join_pilot, refer_others, contribute_time","No","no","Not at this time","Yes","yes","Yes","yes","","","","","","","","","","","","","","","","","","","accepted","3.0","2.0","4.0","4.0"
"R136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
